Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 2010,083 - Usher - There Goes My Baby,,,Billboard Top 100 Hits Of 2010 - 083 - Usher - There Goes My Baby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,080 - Kevin Rudolf Ft Birdman Jay Sean And Lil Wayne - I Made It [Cash Money Heroes],,,Billboard Top 100 Hits Of 2010 - 080 - Kevin Rudolf Ft Birdman Jay Sean And Lil Wayne - I Made It [Cash Money Heroes].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2010,024 - Eminem - Not Afraid,,,Billboard Top 100 Hits Of 2010 - 024 - Eminem - Not Afraid.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,053 - Jay Sean Ft Sean Paul And Lil Jon - Do You Remember,,,Billboard Top 100 Hits Of 2010 - 053 - Jay Sean Ft Sean Paul And Lil Jon - Do You Remember.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,085 - Timbaland Ft Drake - Say Something,,,Billboard Top 100 Hits Of 2010 - 085 - Timbaland Ft Drake - Say Something.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,081 - Sugarland - Stuck Like Glue,,,Billboard Top 100 Hits Of 2010 - 081 - Sugarland - Stuck Like Glue.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,066 - Nicki Minaj - Your Love,,,Billboard Top 100 Hits Of 2010 - 066 - Nicki Minaj - Your Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,092 - The Band Perry - If I Die Young,,,Billboard Top 100 Hits Of 2010 - 092 - The Band Perry - If I Die Young.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,039 - Michael Buble - Haven't Met You Yet,,,Billboard Top 100 Hits Of 2010 - 039 - Michael Buble - Haven't Met You Yet.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,097 - Uncle Kracker - Smile,,,Billboard Top 100 Hits Of 2010 - 097 - Uncle Kracker - Smile.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,054 - Onerepublic - All The Right Moves,,,Billboard Top 100 Hits Of 2010 - 054 - Onerepublic - All The Right Moves.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,076 - Onerepublic - Secrets,,,Billboard Top 100 Hits Of 2010 - 076 - Onerepublic - Secrets.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,022 - Usher Ft Pitbull - DJ Got Us Fallin In Love,,,Billboard Top 100 Hits Of 2010 - 022 - Usher Ft Pitbull - DJ Got Us Fallin In Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,079 - DJ Khaled Ft T-Pain Ludacris Snoop Dogg And Rick Ross - All I Do Is Win,,,Billboard Top 100 Hits Of 2010 - 079 - DJ Khaled Ft T-Pain Ludacris Snoop Dogg And Rick Ross - All I Do Is Win.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,020 - Black Eyed Peas - Imma Be,,,Billboard Top 100 Hits Of 2010 - 020 - Black Eyed Peas - Imma Be.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,086 - Beyonce - Sweet Dreams,,,Billboard Top 100 Hits Of 2010 - 086 - Beyonce - Sweet Dreams.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,072 - Boys Like Girls Ft Taylor Swift - Two Is Better Than One,,,Billboard Top 100 Hits Of 2010 - 072 - Boys Like Girls Ft Taylor Swift - Two Is Better Than One.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2010,007 - Eminem Ft Rihanna - Love The Way You Lie,,,Billboard Top 100 Hits Of 2010 - 007 - Eminem Ft Rihanna - Love The Way You Lie.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,041 - Jay Sean Ft Lil Wayne - Down,,,Billboard Top 100 Hits Of 2010 - 041 - Jay Sean Ft Lil Wayne - Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2010,058 - Black Eyed Peas - Meet Me Halfway,,,Billboard Top 100 Hits Of 2010 - 058 - Black Eyed Peas - Meet Me Halfway.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,054 - Edward Maya - Stereo Love,,,Billboard Top 100 Hits Of 2011 - 054 - Edward Maya - Stereo Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,032 - Hot Chelle Rae - Tonight Tonight,,,Billboard Top 100 Hits Of 2011 - 032 - Hot Chelle Rae - Tonight Tonight.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,041 - Lil Wayne Ft Cory Gunz - 6 Foot 7 Foot,,,Billboard Top 100 Hits Of 2011 - 041 - Lil Wayne Ft Cory Gunz - 6 Foot 7 Foot.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,071 - Lady Gaga - You And I,,,Billboard Top 100 Hits Of 2011 - 071 - Lady Gaga - You And I.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,085 - Drake - Headlines,,,Billboard Top 100 Hits Of 2011 - 085 - Drake - Headlines.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,060 - Britney Spears - Hold It Against Me,,,Billboard Top 100 Hits Of 2011 - 060 - Britney Spears - Hold It Against Me.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,057 - LMFAO - Sexy And I Know It,,,Billboard Top 100 Hits Of 2011 - 057 - LMFAO - Sexy And I Know It.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,022 - Jeremih Ft 50 Cent - Down On Me,,,Billboard Top 100 Hits Of 2011 - 022 - Jeremih Ft 50 Cent - Down On Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,091 - Mike Posner - Please Don't Go,,,Billboard Top 100 Hits Of 2011 - 091 - Mike Posner - Please Don't Go.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,035 - The Band Perry - If I Die Young,,,Billboard Top 100 Hits Of 2011 - 035 - The Band Perry - If I Die Young.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,037 - The Black Eyed Peas - The Time [Dirty Bit],,,Billboard Top 100 Hits Of 2011 - 037 - The Black Eyed Peas - The Time [Dirty Bit].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,063 - Tinie Tempah Ft Eric Turner - Written In The Stars,,,Billboard Top 100 Hits Of 2011 - 063 - Tinie Tempah Ft Eric Turner - Written In The Stars.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,064 - Trey Songz Ft Nicki Minaj - Bottoms Up,,,Billboard Top 100 Hits Of 2011 - 064 - Trey Songz Ft Nicki Minaj - Bottoms Up.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,096 - Thompson Square - Are You Gonna Kiss Me Or Not,,,Billboard Top 100 Hits Of 2011 - 096 - Thompson Square - Are You Gonna Kiss Me Or Not.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,095 - Lil Wayne Ft Drake - She Will,,,Billboard Top 100 Hits Of 2011 - 095 - Lil Wayne Ft Drake - She Will.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,007 - Cee Lo Green - Fuck You,,,Billboard Top 100 Hits Of 2011 - 007 - Cee Lo Green - Fuck You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,028 - Lupe Fiasco - The Show Goes On,,,Billboard Top 100 Hits Of 2011 - 028 - Lupe Fiasco - The Show Goes On.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,050 - Nicki Minaj Ft Drake - Moment 4 Life,,,Billboard Top 100 Hits Of 2011 - 050 - Nicki Minaj Ft Drake - Moment 4 Life.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,067 - Blake Shelton - Honey Bee,,,Billboard Top 100 Hits Of 2011 - 067 - Blake Shelton - Honey Bee.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,073 - David Guetta & Usher - Without You,,,Billboard Top 100 Hits Of 2011 - 073 - David Guetta & Usher - Without You.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,058 - Far East Movement Ft Ryan Tedder - Rocketeer,,,Billboard Top 100 Hits Of 2011 - 058 - Far East Movement Ft Ryan Tedder - Rocketeer.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,"005 - Pitbull Ft Ne-Yo, Afrojack & Nayer - Give Me Everything.mp3",,,"Billboard Top 100 Hits Of 2011 - 005 - Pitbull Ft Ne-Yo, Afrojack & Nayer - Give Me Everything.mp3.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,077 - Rihanna - Cheers [Drink To That],,,Billboard Top 100 Hits Of 2011 - 077 - Rihanna - Cheers [Drink To That].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,090 - Rodney Atkins - Take A Back Road,,,Billboard Top 100 Hits Of 2011 - 090 - Rodney Atkins - Take A Back Road.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,020 - Rihanna Ft Drake - What's My Name,,,Billboard Top 100 Hits Of 2011 - 020 - Rihanna Ft Drake - What's My Name.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,066 - The Script - For The First Time,,,Billboard Top 100 Hits Of 2011 - 066 - The Script - For The First Time.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,001 - Adele - Rolling In The Deep,,,Billboard Top 100 Hits Of 2011 - 001 - Adele - Rolling In The Deep.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,030 - Kesha - We R Who We R,,,Billboard Top 100 Hits Of 2011 - 030 - Kesha - We R Who We R.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,"047 - DJ Khaled Ft Drake, Rick Ross & Lil Wayn - I'm On One",,,"Billboard Top 100 Hits Of 2011 - 047 - DJ Khaled Ft Drake, Rick Ross & Lil Wayn - I'm On One.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,065 - Usher Ft Pitbull - DJ Got Us Fallin' In Love,,,Billboard Top 100 Hits Of 2011 - 065 - Usher Ft Pitbull - DJ Got Us Fallin' In Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,024 - Adele - Someone Like You,,,Billboard Top 100 Hits Of 2011 - 024 - Adele - Someone Like You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,069 - Rihanna Ft Calvin Harris - We Found Love,,,Billboard Top 100 Hits Of 2011 - 069 - Rihanna Ft Calvin Harris - We Found Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,079 - Jake Owen - Barefoot Blue Jean Night,,,Billboard Top 100 Hits Of 2011 - 079 - Jake Owen - Barefoot Blue Jean Night.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,061 - Usher - More,,,Billboard Top 100 Hits Of 2011 - 061 - Usher - More.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,084 - New Boyz Ft The Cataracs & Dev - Backseat,,,Billboard Top 100 Hits Of 2011 - 084 - New Boyz Ft The Cataracs & Dev - Backseat.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,083 - Dev - In The Dark,,,Billboard Top 100 Hits Of 2011 - 083 - Dev - In The Dark.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,019 - Pink - Fkin' Perfect,,,Billboard Top 100 Hits Of 2011 - 019 - Pink - Fkin' Perfect.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,088 - David Guetta Ft Flo Rida & Nicki Minaj - Where Them Girls At,,,Billboard Top 100 Hits Of 2011 - 088 - David Guetta Ft Flo Rida & Nicki Minaj - Where Them Girls At.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,081 - Luke Bryan - Country Girl [Shake It For Me],,,Billboard Top 100 Hits Of 2011 - 081 - Luke Bryan - Country Girl [Shake It For Me].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,082 - Brad Paisley & Carrie Underwood - Remind Me,,,Billboard Top 100 Hits Of 2011 - 082 - Brad Paisley & Carrie Underwood - Remind Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,043 - Jason Aldean - Dirt Road Anthem,,,Billboard Top 100 Hits Of 2011 - 043 - Jason Aldean - Dirt Road Anthem.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,046 - Britney Spears - I Wanna Go,,,Billboard Top 100 Hits Of 2011 - 046 - Britney Spears - I Wanna Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,080 - Zac Brown Band Ft Jimmy Buffett - Knee Deep,,,Billboard Top 100 Hits Of 2011 - 080 - Zac Brown Band Ft Jimmy Buffett - Knee Deep.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,098 - Kenny Chesney Ft Grace Potter - You And Tequila,,,Billboard Top 100 Hits Of 2011 - 098 - Kenny Chesney Ft Grace Potter - You And Tequila.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,094 - Blake Shelton - God Gave Me You,,,Billboard Top 100 Hits Of 2011 - 094 - Blake Shelton - God Gave Me You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,068 - Jason Aldean & Kelly Clarkson - Don't You Wanna Stay,,,Billboard Top 100 Hits Of 2011 - 068 - Jason Aldean & Kelly Clarkson - Don't You Wanna Stay.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,048 - Cobra Starship Ft Sabi - You Make Me Feel,,,Billboard Top 100 Hits Of 2011 - 048 - Cobra Starship Ft Sabi - You Make Me Feel.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,051 - Dr. Dre Ft Eminem & Skylar Grey - I Need A Doctor,,,Billboard Top 100 Hits Of 2011 - 051 - Dr. Dre Ft Eminem & Skylar Grey - I Need A Doctor.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,042 - Lady Antebellum - Just A Kiss,,,Billboard Top 100 Hits Of 2011 - 042 - Lady Antebellum - Just A Kiss.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,055 - Christina Perri - Jar Of Hearts,,,Billboard Top 100 Hits Of 2011 - 055 - Christina Perri - Jar Of Hearts.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2011,021 - Chris Brown Ft Lil Wayne & Busta Rhymes - Look At Me Now,,,Billboard Top 100 Hits Of 2011 - 021 - Chris Brown Ft Lil Wayne & Busta Rhymes - Look At Me Now.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2011,099 - Zac Brown Band - Colder Weather,,,Billboard Top 100 Hits Of 2011 - 099 - Zac Brown Band - Colder Weather.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2012,049 - Phillip Phillips - Home,,,Billboard Top 100 Hits Of 2012 - 049 - Phillip Phillips - Home.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,036 - Maroon 5 Ft Christina Aguilera - Moves Like Jagger,,,Billboard Top 100 Hits Of 2012 - 036 - Maroon 5 Ft Christina Aguilera - Moves Like Jagger.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,050 - David Guetta Ft Usher - Without You,,,Billboard Top 100 Hits Of 2012 - 050 - David Guetta Ft Usher - Without You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,037 - Pink - Blow Me (One Last Kiss),,,Billboard Top 100 Hits Of 2012 - 037 - Pink - Blow Me (One Last Kiss).mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,021 - Rihanna - Where Have You Been,,,Billboard Top 100 Hits Of 2012 - 021 - Rihanna - Where Have You Been.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,094 - Rihanna - Diamonds,,,Billboard Top 100 Hits Of 2012 - 094 - Rihanna - Diamonds.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,069 - Coldplay - Paradise,,,Billboard Top 100 Hits Of 2012 - 069 - Coldplay - Paradise.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,060 - Gavin DeGraw - Not Over You,,,Billboard Top 100 Hits Of 2012 - 060 - Gavin DeGraw - Not Over You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,023 - Drake Ft Rihanna - Take Care,,,Billboard Top 100 Hits Of 2012 - 023 - Drake Ft Rihanna - Take Care.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,077 - Trey Songz - Heart Attack,,,Billboard Top 100 Hits Of 2012 - 077 - Trey Songz - Heart Attack.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,012 - Adele - Set Fire To The Rain,,,Billboard Top 100 Hits Of 2012 - 012 - Adele - Set Fire To The Rain.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,066 - Carrie Underwood - Blown Away,,,Billboard Top 100 Hits Of 2012 - 066 - Carrie Underwood - Blown Away.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,053 - Luke Bryan - Drunk On You,,,Billboard Top 100 Hits Of 2012 - 053 - Luke Bryan - Drunk On You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,085 - Kesha - Die Young,,,Billboard Top 100 Hits Of 2012 - 085 - Kesha - Die Young.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,058 - Eric Church - Springsteen,,,Billboard Top 100 Hits Of 2012 - 058 - Eric Church - Springsteen.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,029 - LMFAO Ft Lauren Bennett & GoonRock - Party Rock Anthem,,,Billboard Top 100 Hits Of 2012 - 029 - LMFAO Ft Lauren Bennett & GoonRock - Party Rock Anthem.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,082 - Toby Keith - Red Solo Cup,,,Billboard Top 100 Hits Of 2012 - 082 - Toby Keith - Red Solo Cup.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,051 - Gym Class Heroes - Ass Back Home,,,Billboard Top 100 Hits Of 2012 - 051 - Gym Class Heroes - Ass Back Home.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,045 - Tyga - Rack City,,,Billboard Top 100 Hits Of 2012 - 045 - Tyga - Rack City.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,057 - Big Sean Ft Nicki Minaj - Dance (Ass),,,Billboard Top 100 Hits Of 2012 - 057 - Big Sean Ft Nicki Minaj - Dance (Ass).mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,047 - PSY - Gangnam Style,,,Billboard Top 100 Hits Of 2012 - 047 - PSY - Gangnam Style.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,065 - Calvin Harris Ft Ne-Yo - Let's Go,,,Billboard Top 100 Hits Of 2012 - 065 - Calvin Harris Ft Ne-Yo - Let's Go.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,079 - Rihanna Ft Chris Brown - Birthday Cake,,,Billboard Top 100 Hits Of 2012 - 079 - Rihanna Ft Chris Brown - Birthday Cake.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,063 - J Cole - Work Out,,,Billboard Top 100 Hits Of 2012 - 063 - J Cole - Work Out.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,"073 - Wiz Khalifa - Work Hard, Play Hard",,,"Billboard Top 100 Hits Of 2012 - 073 - Wiz Khalifa - Work Hard, Play Hard.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,039 - Demi Lovato - Give Your Heart A Break,,,Billboard Top 100 Hits Of 2012 - 039 - Demi Lovato - Give Your Heart A Break.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,095 - Lee Brice - Hard To Love,,,Billboard Top 100 Hits Of 2012 - 095 - Lee Brice - Hard To Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,056 - Chris Brown - Don't Wake Me Up,,,Billboard Top 100 Hits Of 2012 - 056 - Chris Brown - Don't Wake Me Up.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,074 - Ne-Yo - Let Me Love You (Until You Learn To Love Yourself),,,Billboard Top 100 Hits Of 2012 - 074 - Ne-Yo - Let Me Love You (Until You Learn To Love Yourself).mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,088 - Jason Aldean - Take A Little Ride,,,Billboard Top 100 Hits Of 2012 - 088 - Jason Aldean - Take A Little Ride.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,024 - David Guetta Ft Sia - Titanium,,,Billboard Top 100 Hits Of 2012 - 024 - David Guetta Ft Sia - Titanium.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,099 - Eli Young Band - Even If It Breaks Your Heart,,,Billboard Top 100 Hits Of 2012 - 099 - Eli Young Band - Even If It Breaks Your Heart.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,020 - Drake Ft Lil Wayne - The Motto,,,Billboard Top 100 Hits Of 2012 - 020 - Drake Ft Lil Wayne - The Motto.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,098 - Jason Aldean - Fly Over States,,,Billboard Top 100 Hits Of 2012 - 098 - Jason Aldean - Fly Over States.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 2012,091 - Imagine Dragons - It's Time,,,Billboard Top 100 Hits Of 2012 - 091 - Imagine Dragons - It's Time.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 2012,086 - T-Pain Ft Wiz Khalifa & Lily Allen - 5 O'Clock,,,Billboard Top 100 Hits Of 2012 - 086 - T-Pain Ft Wiz Khalifa & Lily Allen - 5 O'Clock.mp3,❓ Poor matches - potentially rare
"Blackman, Destruct & Icon",Home,Office Space,1999,08 Home.mp3,❓ Poor matches - potentially rare
Blur,London Loves (GHP 'Londinium Loves' bootleg mix),GHP Complete - CD10 Unofficial Remixes Vol1,2004,10-02 London Loves (GHP 'Londinium Loves' bootleg mix).mp3,❌ Not found - likely rare
Bobby Martini,Take Me Home (Ambient Asian Rain Mix),The Reel Bobby Martini,2007,Take Me Home (Ambient Asian Rain Mix).mp3,❓ Poor matches - potentially rare
Bobby Tisdale Intro #2,Invite Them Up: Bobby Tisdale Intro #2,Invite Them Up,2006,09 Invite Them Up_ Bobby Tisdale Intro #2.m4a,❓ Poor matches - potentially rare
Brecht Fist and Amy Rica,Breakfast in America,Breakfast In Coverville,2009,03 Breakfast in America.mp3,❌ Not found - likely rare
Brent Weinbach,Phones And Toast,Tales From The Brown Side,,02 Phones And Toast.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-061214-Lyrics UnderCoverville,Coverville,2006,273 Coverville-061214-Lyrics UnderCoverville.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-061122-The 3rd Annual Thanksgiving Double-Shot Beatles Cover Story,Coverville,2006,266 Coverville-061122-The 3rd Annual Thanksgiving Double-Shot Beatles Cover Story.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-071122-The 4th Annual Thanksgiving Double-Shot Beatles Cover Story,Coverville,2007,389 Coverville-071122-The 4th Annual Thanksgiving Double-Shot Beatles Cover Story.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-051124-The Beatles Thanksgiving Double-Shot Cover Story,Coverville,2005,149 Coverville-051124-The Beatles Thanksgiving Double-Shot Cover Story.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-060502-Revenge of the Originalville,Coverville,2006,201 Coverville-060502-Revenge of the Originalville.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-050303-Going undercover with Originalville...,Coverville,2005,57 Coverville-050303-Going undercover with Originalville....mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-081127-The 5th Annual Thanksgiving Double-Shot Beatles Cover Story,Coverville,2008,529 Coverville-081127-The 5th Annual Thanksgiving Double-Shot Beatles Cover Story.mp3,❌ Not found - likely rare
Brian Ibbott,Coverville-060913-The Elvis Presley Originalville,Coverville,2006,241 Coverville-060913-The Elvis Presley Originalville.mp3,❌ Not found - likely rare
Bruce McCullouch,Al Miller,Shame-Based Man,1995,03 Al Miller.mp3,❌ Not found - likely rare
Brutal DLX,Maybe My Mind,Burning Man,1997,03 Maybe My Mind.mp3,❓ Poor matches - potentially rare
Brutal DLX,Coming Soon (Change),Burning Man,1997,07 Coming Soon (Change).mp3,❓ Poor matches - potentially rare
Brutal DLX,For Lies I Told,Burning Man,1997,10 For Lies I Told.mp3,❓ Poor matches - potentially rare
Brutal DLX,Warm in My Room,Burning Man,1997,05 Warm in My Room.mp3,❓ Poor matches - potentially rare
Brutal DLX,Sunshine (April Tower),Burning Man,1997,04 Sunshine (April Tower).mp3,❓ Poor matches - potentially rare
Bt Wfmu 2005,David Lee Roth,Shut Up And Play Vol 2,2005,08 David Lee Roth.mp3,❌ Not found - likely rare
Buffalo Chips,Lonesome Road (a capella)2,,,Buffalo Chips - Lonesome Road (a capella)2.mp3,❓ Poor matches - potentially rare
Butch Patrick,11-What Ever Happened To Eddie? (DJ Useo D 'n B Remix),Halloween ep 2008,,11-What Ever Happened To Eddie_ (DJ Useo D 'n B Remix).mp3,❓ Poor matches - potentially rare
CHEEKYBOY,munster in my pants - FINAL VERSON,MONSTER MASHUP - PUMPKIN ON YOUR STEREO,,6. Cheekyboy - munster in my pants - FINAL VERSON.mp3,❓ Poor matches - potentially rare
Caeser Soze,Gumbhis Are Big Fat Shit!!!!,Hatchet Job,,02 Gumbhis Are Big Fat Shit!!!!.mp3,❌ Not found - likely rare
Campground Effect,Things I'd Rather Not Have Heard,Because We Care,,03 Things I'd Rather Not Have Heard.mp3,❓ Poor matches - potentially rare
Carter Tanton (of Tulsa),Mass (recorded LIVE on KEXP),KEXP Song of the Day,2008,Mass (recorded LIVE on KEXP).mp3,❓ Poor matches - potentially rare
Celebrity Murder Party,Toxic Fuzz,Forgotten Hits,2007,12 Toxic Fuzz.mp3,❓ Poor matches - potentially rare
Celebrity Murder Party,Holes in my life,superseven,2007,Holes in my life.mp3,❓ Poor matches - potentially rare
Cheekyboy,This Is Halloween (Danny Elfman vs. Petey Pablo vs. John Carpenter vs. Winchell Donuts),Mashing Pumpkins,2007,01 This Is Halloween (Danny Elfman vs. Petey Pablo vs. John Carpenter vs. Winchell Donuts).mp3,❓ Poor matches - potentially rare
Cheekyboy,Bad Moon Werewolves (Warren Zevon vs. CCR),Mashing Pumpkins,2007,10 Bad Moon Werewolves (Warren Zevon vs. CCR).mp3,❌ Not found - likely rare
Cheekyboy,1-800-Living-Dead (Gravediggaz vs. Sufjan Stevens),Mashing Pumpkins,2007,14 1-800-Living-Dead (Gravediggaz vs. Sufjan Stevens).mp3,❌ Not found - likely rare
Cheekyboy,Mozza Mash (Morrissey vs Bobby 'Boris' Pickett) (Night of the Living Monster Mashup),Night of the Living Monster Mashup,,14 Mozza Mash (Morrissey vs Bobby 'Boris' Pickett) (Night of the Living Monster Mashup).mp3,❌ Not found - likely rare
Cheekyboy,Doomed Man's Party (Night of the Living Monster Mashup),Night of the Living Monster Mashup,,04 Doomed Man's Party (Night of the Living Monster Mashup).mp3,❓ Poor matches - potentially rare
