File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
"/Volumes/jellyfin-media/music/Eugene Mirman/The Absurd Nightclub Comedy of Eugene Mirman/04 Dog, Dreams Predict the Future, My Own Culture, Jewish.mp3","04 Dog, Dreams Predict the Future, My Own Culture, Jewish.mp3",Eugene Mirman,"Dog, Dreams Predict the Future, My Own Culture, Jewish",The Absurd Nightclub Comedy of Eugene Mirman,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Eugene Mirman/The Absurd Nightclub Comedy of Eugene Mirman/13 Fleet.mp3,13 Fleet.mp3,Eugene Mirman,Fleet,The Absurd Nightclub Comedy of Eugene Mirman,2004,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/The Absurd Nightclub Comedy of Eugene Mirman/11 Skatepunk, Ice Cream Store, Talking Dirty, Protester On the Street, Terrible Prostitute, Nerd.mp3","11 Skatepunk, Ice Cream Store, Talking Dirty, Protester On the Street, Terrible Prostitute, Nerd.mp3",Eugene Mirman,"Skatepunk, Ice Cream Store, Talking Dirty, Protester On the Street, Terrible Prostitute, Nerd",The Absurd Nightclub Comedy of Eugene Mirman,2004,5,99,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Eugene Mirman/The Absurd Nightclub Comedy of Eugene Mirman/17 Dub Plasma Edit-Face Joke Dance Party.mp3,17 Dub Plasma Edit-Face Joke Dance Party.mp3,Eugene Mirman,Dub Plasma Edit-Face Joke Dance Party,The Absurd Nightclub Comedy of Eugene Mirman,2004,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/04 Leaning In Chelsea, Born Gay, Gay Brother, Sneezing.mp3","04 Leaning In Chelsea, Born Gay, Gay Brother, Sneezing.mp3",Eugene Mirman,"Leaning In Chelsea, Born Gay, Gay Brother, Sneezing","En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/09 Revolve (The Complete New Testament In the Form of a Teen Magazine).mp3",09 Revolve (The Complete New Testament In the Form of a Teen Magazine).mp3,Eugene Mirman,Revolve (The Complete New Testament In the Form of a Teen Magazine),"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/15 The Goodnight Song.mp3",15 The Goodnight Song.mp3,Eugene Mirman,The Goodnight Song,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/01 Ever Get Drunk and..._, Edinburgh.mp3","01 Ever Get Drunk and..._, Edinburgh.mp3",Eugene Mirman,"Ever Get Drunk and...?, Edinburgh","En Garde, Society!",2006,5,98,Very good match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/13 Coupons for the Audience.mp3",13 Coupons for the Audience.mp3,Eugene Mirman,Coupons for the Audience,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/10 Swearing in Russia, Immigrating.mp3","10 Swearing in Russia, Immigrating.mp3",Eugene Mirman,"Swearing in Russia, Immigrating","En Garde, Society!",2006,5,98,Very good match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/12 Horses Talking, Bathroom Door.mp3","12 Horses Talking, Bathroom Door.mp3",Eugene Mirman,"Horses Talking, Bathroom Door","En Garde, Society!",2006,5,97,Very good match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/02 Joking and Lying, Jack In the Box, Extreme Bowling.mp3","02 Joking and Lying, Jack In the Box, Extreme Bowling.mp3",Eugene Mirman,"Joking and Lying, Jack In the Box, Extreme Bowling","En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/07 Girlfriend, American Airlines, Scientists.mp3","07 Girlfriend, American Airlines, Scientists.mp3",Eugene Mirman,"Girlfriend, American Airlines, Scientists","En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/06 The Right Stuff.mp3",06 The Right Stuff.mp3,Eugene Mirman,The Right Stuff,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/08 Grandmother.mp3",08 Grandmother.mp3,Eugene Mirman,Grandmother,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/03 Truth or Dare, Dogs, Tube Steak Sex Guys.mp3","03 Truth or Dare, Dogs, Tube Steak Sex Guys.mp3",Eugene Mirman,"Truth or Dare, Dogs, Tube Steak Sex Guys","En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/11 Letters to Nouns.mp3",11 Letters to Nouns.mp3,Eugene Mirman,Letters to Nouns,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Eugene Mirman/En Garde, Society!/14 Driving and Thinking.mp3",14 Driving and Thinking.mp3,Eugene Mirman,Driving and Thinking,"En Garde, Society!",2006,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Daytrotter Studio  3_28_2011/05 Goddess On The Prairie.mp3,05 Goddess On The Prairie.mp3,Hot Hot Heat,Goddess On The Prairie,Daytrotter Studio  3/28/2011,2011,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Daytrotter Studio  3_28_2011/04 Nobody's Accusing You (Of Having A Good Time).mp3,04 Nobody's Accusing You (Of Having A Good Time).mp3,Hot Hot Heat,Nobody's Accusing You (Of Having A Good Time),Daytrotter Studio  3/28/2011,2011,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Daytrotter Studio  3_28_2011/03 JFK's LSD.mp3,03 JFK's LSD.mp3,Hot Hot Heat,JFK's LSD,Daytrotter Studio  3/28/2011,2011,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Daytrotter Studio  3_28_2011/06 Yvr.mp3,06 Yvr.mp3,Hot Hot Heat,Yvr,Daytrotter Studio  3/28/2011,2011,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Daytrotter Studio  3_28_2011/02 Zero Results.mp3,02 Zero Results.mp3,Hot Hot Heat,Zero Results,Daytrotter Studio  3/28/2011,2011,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/05 Oh, Goddamnit.mp3","05 Oh, Goddamnit.mp3",Hot Hot Heat,"Oh, Goddamnit",Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/06 Aveda.mp3,06 Aveda.mp3,Hot Hot Heat,Aveda,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/10 In Cairo.mp3,10 In Cairo.mp3,Hot Hot Heat,In Cairo,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/01 Naked In The City Again.mp3,01 Naked In The City Again.mp3,Hot Hot Heat,Naked In The City Again,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/07 This Town.mp3,07 This Town.mp3,Hot Hot Heat,This Town,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/03 Get In Or Get Out.mp3,03 Get In Or Get Out.mp3,Hot Hot Heat,Get In Or Get Out,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/02 No, Not Now.mp3","02 No, Not Now.mp3",Hot Hot Heat,"No, Not Now",Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/09 Save Us S.O.S..mp3,09 Save Us S.O.S..mp3,Hot Hot Heat,Save Us S.O.S.,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/08 Talk To Me, Dance With Me.mp3","08 Talk To Me, Dance With Me.mp3",Hot Hot Heat,"Talk To Me, Dance With Me",Make Up The Breakdown,2002,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Make Up The Breakdown/04 Bandages.mp3,04 Bandages.mp3,Hot Hot Heat,Bandages,Make Up The Breakdown,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/04 Ladies and Gentleman.mp3,04 Ladies and Gentleman.mp3,Hot Hot Heat,Ladies and Gentleman,Elevator,2005,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/12 Soldier in a Box.mp3,12 Soldier in a Box.mp3,Hot Hot Heat,Soldier in a Box,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/11 Dirty Mouth.mp3,11 Dirty Mouth.mp3,Hot Hot Heat,Dirty Mouth,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/10 Middle of Nowhere.mp3,10 Middle of Nowhere.mp3,Hot Hot Heat,Middle of Nowhere,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/13 (No Title).mp3,13 (No Title).mp3,Hot Hot Heat,(No Title),Elevator,2005,5,64,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/07 Jingle Jangle.mp3,07 Jingle Jangle.mp3,Hot Hot Heat,Jingle Jangle,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/06 No Jokes - Fact.mp3,06 No Jokes - Fact.mp3,Hot Hot Heat,No Jokes - Fact,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/01 Introduction.mp3,01 Introduction.mp3,Hot Hot Heat,Introduction,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/14 Shame on You.mp3,14 Shame on You.mp3,Hot Hot Heat,Shame on You,Elevator,2005,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/03 Goodnight, Goodnight.mp3","03 Goodnight, Goodnight.mp3",Hot Hot Heat,"Goodnight, Goodnight",Elevator,2005,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/08 Pickin' It Up.mp3,08 Pickin' It Up.mp3,Hot Hot Heat,Pickin' It Up,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/02 Running out of Time.mp3,02 Running out of Time.mp3,Hot Hot Heat,Running out of Time,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/09 Island of the Honest Man.mp3,09 Island of the Honest Man.mp3,Hot Hot Heat,Island of the Honest Man,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/05 You Owe Me an IOU.mp3,05 You Owe Me an IOU.mp3,Hot Hot Heat,You Owe Me an IOU,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Elevator/15 Elevator.mp3,15 Elevator.mp3,Hot Hot Heat,Elevator,Elevator,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/13 You're Ruining it for Everyone.mp3,13 You're Ruining it for Everyone.mp3,Hot Hot Heat,You're Ruining it for Everyone,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/12 Tourist in Your Own Town.mp3,12 Tourist in Your Own Town.mp3,Hot Hot Heat,Tourist in Your Own Town,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/07 I Blew a Fuse in My Personality.mp3,07 I Blew a Fuse in My Personality.mp3,Hot Hot Heat,I Blew a Fuse in My Personality,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/06 Circus Maximus.mp3,06 Circus Maximus.mp3,Hot Hot Heat,Circus Maximus,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/11 Matador at the Door.mp3,11 Matador at the Door.mp3,Hot Hot Heat,Matador at the Door,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/01 Keep My Name Out of Your Mouth.mp3,01 Keep My Name Out of Your Mouth.mp3,Hot Hot Heat,Keep My Name Out of Your Mouth,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/05 Paco Pena.mp3,05 Paco Pena.mp3,Hot Hot Heat,Paco Pena,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/03 Haircut Economics.mp3,03 Haircut Economics.mp3,Hot Hot Heat,Haircut Economics,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/10 Spelling Live Backwards.mp3,10 Spelling Live Backwards.mp3,Hot Hot Heat,Spelling Live Backwards,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/04 The Case That They Gave Me.mp3,04 The Case That They Gave Me.mp3,Hot Hot Heat,The Case That They Gave Me,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/09 Fasion Fight Pause.mp3,09 Fasion Fight Pause.mp3,Hot Hot Heat,Fasion Fight Pause,Scenes One Through Thirteen,2002,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/02 Word to Water.mp3,02 Word to Water.mp3,Hot Hot Heat,Word to Water,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Hot Hot Heat/Scenes One Through Thirteen/08 Tokyo Vogue.mp3,08 Tokyo Vogue.mp3,Hot Hot Heat,Tokyo Vogue,Scenes One Through Thirteen,2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/My Chemical Romance & The Used/Under Pressure - Single/Under Pressure.mp3,Under Pressure.mp3,My Chemical Romance & The Used,Under Pressure,Under Pressure - Single,,5,100,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Joe Hogan/©2005 Xfonic Ltd_Zero-G Ltd/Zero-G - Nostalgia Demo.mp3,Zero-G - Nostalgia Demo.mp3,Joe Hogan,Zero-G - Nostalgia Demo,©2005 Xfonic Ltd/Zero-G Ltd,2005,5,94,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Cool Kids/KEXP Song of the Day/Basement Party.mp3,Basement Party.mp3,The Cool Kids,Basement Party,KEXP Song of the Day,2008,5,95,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Jefferson Airplane/Surrealistc Pillow/Somebody to Love.mp3,Somebody to Love.mp3,Jefferson Airplane,Somebody to Love,Surrealistc Pillow,1967,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Beach Boys/Endless Summer/Good Vibrations.mp3,Good Vibrations.mp3,Beach Boys,Good Vibrations,Endless Summer,1974,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Beach Boys/Endless Summer/Good Vibrations 1.mp3,Good Vibrations 1.mp3,Beach Boys,Good Vibrations,Endless Summer,1974,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/3Style/Way U Move - Single/01 Way U Move.mp3,01 Way U Move.mp3,3Style,Way U Move,Way U Move - Single,2005,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Rifftones/QuickStopEntertainment.com Masters Of Song Fu/Do the Ballpoint!.mp3,Do the Ballpoint!.mp3,The Rifftones,Do the Ballpoint!,QuickStopEntertainment.com Masters Of Song Fu,2008,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Rifftones/QuickStopEntertainment.com Masters Of Song Fu/Moon Shine.mp3,Moon Shine.mp3,The Rifftones,Moon Shine,QuickStopEntertainment.com Masters Of Song Fu,2008,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Frank London's Klezmer Brass Allstars/Rough Guide to Klezmer/12 Tsu Der Kretshme.mp3,12 Tsu Der Kretshme.mp3,Frank London's Klezmer Brass Allstars,Tsu Der Kretshme,Rough Guide to Klezmer,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Unknown Album/I Can See For Miles (GHP Brighton Breaks Mix).mp3,I Can See For Miles (GHP Brighton Breaks Mix).mp3,The Who,I Can See For Miles (GHP Brighton Breaks Mix),,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/06 Long Live Rock.mp3,06 Long Live Rock.mp3,The Who,Long Live Rock,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/03 Let's See Action.mp3,03 Let's See Action.mp3,The Who,Let's See Action,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/14 Eminence Front.mp3,14 Eminence Front.mp3,The Who,Eminence Front,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/05 Join Together.mp3,05 Join Together.mp3,The Who,Join Together,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/08 5'15.mp3,08 5'15.mp3,The Who,5'15,The Ultimate Collection  ( CD-2 ),2002,5,91,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/09 Love Reign O'er Me.mp3,09 Love Reign O'er Me.mp3,The Who,Love Reign O'er Me,The Ultimate Collection  ( CD-2 ),2002,5,96,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/10 Squeeze Box.mp3,10 Squeeze Box.mp3,The Who,Squeeze Box,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/11 Who Are You.mp3,11 Who Are You.mp3,The Who,Who Are You,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/13 You Better You Bet.mp3,13 You Better You Bet.mp3,The Who,You Better You Bet,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/04 Pure And Easy.mp3,04 Pure And Easy.mp3,The Who,Pure And Easy,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/01 Behind Blue Eyes.mp3,01 Behind Blue Eyes.mp3,The Who,Behind Blue Eyes,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/07 The Real Me.mp3,07 The Real Me.mp3,The Who,The Real Me,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/02 Won't Get Fooled Again.mp3,02 Won't Get Fooled Again.mp3,The Who,Won't Get Fooled Again,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection  ( CD-2 )/12 Sister Disco.mp3,12 Sister Disco.mp3,The Who,Sister Disco,The Ultimate Collection  ( CD-2 ),2002,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/1-07 Mary Anne With The Shakey Hand.mp3,1-07 Mary Anne With The Shakey Hand.mp3,The Who,Mary Anne With The Shakey Hand,Live At The Royal Albert Hall,2003,5,98,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/1-04 Relay.mp3,1-04 Relay.mp3,The Who,Relay,Live At The Royal Albert Hall,2003,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/1-11 Baba O Riley.mp3,1-11 Baba O Riley.mp3,The Who,Baba O Riley,Live At The Royal Albert Hall,2003,5,95,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/2-03 So Sad About Us.mp3,2-03 So Sad About Us.mp3,The Who,So Sad About Us,Live At The Royal Albert Hall,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/3-06 I Don't Even Know Myself.mp3,3-06 I Don't Even Know Myself.mp3,The Who,I Don't Even Know Myself,Live At The Royal Albert Hall,2000,5,97,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/Live At The Royal Albert Hall/2-02 Heart To Hang Onto.mp3,2-02 Heart To Hang Onto.mp3,The Who,Heart To Hang Onto,Live At The Royal Albert Hall,2000,5,82,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-20 Baba O'Riley.mp3,1-20 Baba O'Riley.mp3,The Who,Baba O'Riley,The Ultimate Collection,1971,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-19 My Wife.mp3,1-19 My Wife.mp3,The Who,My Wife,The Ultimate Collection,1971,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-06 Substitute.mp3,1-06 Substitute.mp3,The Who,Substitute,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-08 Boris The Spider.mp3,1-08 Boris The Spider.mp3,The Who,Boris The Spider,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-12 Call Me Lightning.mp3,1-12 Call Me Lightning.mp3,The Who,Call Me Lightning,The Ultimate Collection,1968,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-01 I Can't Explain.mp3,1-01 I Can't Explain.mp3,The Who,I Can't Explain,The Ultimate Collection,1965,5,95,Excellent match,✅ Readily available
"/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-02 Anyway, Anyhow, Anywhere.mp3","1-02 Anyway, Anyhow, Anywhere.mp3",The Who,"Anyway, Anyhow, Anywhere",The Ultimate Collection,1965,5,95,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-17 The Seeker.mp3,1-17 The Seeker.mp3,The Who,The Seeker,The Ultimate Collection,1970,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-11 I Can See For Miles.mp3,1-11 I Can See For Miles.mp3,The Who,I Can See For Miles,The Ultimate Collection,1967,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-21 Bargain.mp3,1-21 Bargain.mp3,The Who,Bargain,The Ultimate Collection,1971,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-18 Summertime Blues.mp3,1-18 Summertime Blues.mp3,The Who,Summertime Blues,The Ultimate Collection,1970,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-13 Magic Bus.mp3,1-13 Magic Bus.mp3,The Who,Magic Bus,The Ultimate Collection,1968,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-16 See Me Feel Me.mp3,1-16 See Me Feel Me.mp3,The Who,See Me Feel Me,The Ultimate Collection,1969,5,95,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-09 Happy Jack.mp3,1-09 Happy Jack.mp3,The Who,Happy Jack,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-05 A Legal Matter.mp3,1-05 A Legal Matter.mp3,The Who,A Legal Matter,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-03 My Generation.mp3,1-03 My Generation.mp3,The Who,My Generation,The Ultimate Collection,1965,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-07 I'm A Boy.mp3,1-07 I'm A Boy.mp3,The Who,I'm A Boy,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-14 Pinball Wizard.mp3,1-14 Pinball Wizard.mp3,The Who,Pinball Wizard,The Ultimate Collection,1969,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-04 The Kids Are Alright.mp3,1-04 The Kids Are Alright.mp3,The Who,The Kids Are Alright,The Ultimate Collection,1966,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-10 Pictures Of Lily.mp3,1-10 Pictures Of Lily.mp3,The Who,Pictures Of Lily,The Ultimate Collection,1967,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/The Who/The Ultimate Collection/1-15 I'm Free.mp3,1-15 I'm Free.mp3,The Who,I'm Free,The Ultimate Collection,1969,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/14 War Ensemble.mp3,14 War Ensemble.mp3,Richard Cheese,War Ensemble,I'd Like a Virgin,2004,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Richard Cheese/I'd Like a Virgin/16 A Song Request (Live at Sunset Station).mp3,16 A Song Request (Live at Sunset Station).mp3,Richard Cheese,A Song Request (Live at Sunset Station),I'd Like a Virgin,2004,5,80,Good match,⚠️  Available but might be different version
